;name;country_code;country;hobbies;education;hero;influence;philosophy;slug_game;game_year
1745;CAN Sena;TUR;Türkiye;Tennis, swimming;Studying Sports Science at the Selçuk University (TUR);Vincent Hancock (USA);"Her Father. ""He is the one who made me start the sport and always supports me.""";"""Imagine, strive and realise.""";paris-2024;2024
1772;ASHMAWY Maggy;EGY;Egypt;Swimming, baking;Studied Political Science at American University in Cairo, Egypt;"Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles)";Her parents and husband;"""Everything needs training, effort, patience and generosity."" (myInfo)";paris-2024;2024
1804;BOLTABOEV Sharofiddin;UZB;Uzbekistan;Playing football games;Studied at Koraqolpoq Sport University (UZB);Judoka Ilias Iliadis (GRE), two-time Olympic medallist (2004 gold, 2012 bronze), four-time Olympian (2004, 2008, 2012, 2016), six-time world championship medallist (three gold, two silver, one bronze). National head coach of Uzbekistan;His father, who has followed him his whole life in judo;"""My idea is a war of peace.""";paris-2024;2024
1806;YANG Yung Wei;TPE;Chinese Taipei;Likes to watch movies such as Resident Evil. His favourite actor is Milla Jovovich. Enjoys camping and tennis;Master's degree in Sports Performance from National Taiwan University of Sports (TPE);Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012).</p><p>Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist;"His mother. ""She was the reason I started my judo career and I can't go this far without her support."" (Athlete, 5 Jun 2024)";"""Heavy is the head that wears the crown."" (Athlete, 5 Jun 2024)</p><p>""It's important to enjoy, no matter in what stage you are in life, and practise what you have learned. This might lead you to a breakthrough of thinking in your growth."" (YouTube, 2 Apr 2024)";paris-2024;2024
1813;BOBONOV Davlat;UZB;Uzbekistan;Playing football;Sport Management at Samarkand State University (UZB);Judoka Ilias Iliadis (GRE), two-time Olympic medallist (2004 gold, 2012 bronze), four-time Olympian (2004, 2008, 2012, 2016), six-time world championship medallist (three gold, two silver, one bronze). Coach;His father;"""Only forward to victory."" (Athlete 18 Mar 2024)";paris-2024;2024
1814;TUROBOYEV Muzaffarbek;UZB;Uzbekistan;Playing volleyball;Tashkent Sport College;Judoka Ilias Iliadis (GRE), two-time Olympic medallist (2004 gold, 2012 bronze), four-time Olympian (2004, 2008, 2012, 2016), six-time world championship medallist (three gold, two silver, one bronze);Father and brother;"""Discipline will deliver good results."" (Athlete, 16 May 2024)";paris-2024;2024
1826;TUGSUZ Eda;TUR;Türkiye;Fishing, watching movies;Studied Physical Education at Alanya Alaaddin Keykubat University (Antalya, TUR);"Javelin thrower Barbora Spotakova (CZE), two-time Olympic champion (2008, 2012) and 2016 bronze medallist; three-time world champion (2007, 2011, 2017) and 2009 silver medallist";"Her father. ""The door to success and happiness opens with the wings of freedom our fathers give us. The role that my beloved father has played in my international success is huge. He is my rock. He always has my back and supports me. There hasn’t been a single moment that I’ve felt my father doubt me and my goals, which has made my stance in life strong.""  (eca.unwomen.org, 21 Jun 2023)";"""There is always room for improvement as an athlete, as long as you do not lose ambition and perseverance."" (myInfo)";paris-2024;2024
1848;BORCHASHVILI Wachid;AUT;Austria;Football, boxing;Austria Sport Gymnasium in Linz (AUT);"Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker.</p><p>Boxer Floyd Mayweather, Jr. (USA), 1996 Olympic featherweight bronze medallist. Retired with an undefeated record and won 15 major world championships from super featherweight to light middleweight</p><p>Judoka Lukas Krpalek (CZE), two-time Olympic champion (2016 U100kg, 2020 O100kg); double world champion also in two weight categories";"His brother, Shamil, and retired judoka Sabrina Filzmoser (AUT). ""Not only for me, but for all my family, she is very important. She helped me and my brother a lot. When I was young she bought me new judogis. I cannot even describe Sabrina in words. She is like a sister to us."" (Athlete, 8 Jun 2024)";"""Only those who know their destination will find the way."" (Athlete, 1 Jun 2024)";paris-2024;2024
1851;PIOVESANA Lubjana;AUT;Austria;Playing the piano, paddle, shopping, playing with her dog;Politics at the University of Warwick (GBR);"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)";"Her partner Laurin Boehler. ""He motivates me to train when I don't want to, especially when I was changing nation and was not so motivated. He also had nine operations and still came back to win Grand Slam medals."" (Athlete, 17 May 2024)";"""Dont let anyone tell you that you are not good enough."" (Athlete, 17 May 2024)";paris-2024;2024
1853;TANZER Katharina;AUT;Austria;Playing with her dog Mucke, gardening;Studying Mathematics and Sport at University of Vienna (AUT);Climber Elnaz Rekabi (IRI), 2021 World Championships bronze medallist (combined), three-time Asian Championships medallist (one silver, two bronze);"Coach Hubert Rohrauer (AUT). ""Nobody has ever believed in me as unconditionally as he did."" (Athlete, 1 Jul 2024)";"""There's no such thing as can't."" (Athlete, 1 Jul 2024)";paris-2024;2024
1864;VADLAU Lara;AUT;Austria;Skiing, gymnastics, football;Medicine at Sigmund Freud University (AUT);Her father;Her father;"""Live now, worry later."" (laravadlau.com)";paris-2024;2024
1870;ESCANO Maria;GUM;Guam;"""The hobby that takes up most of my time is cooking. Now that I am in my fifth year living by myself, cooking is just a daily routine, but I also love trying new recipes and trying to beat my dad’s recipes."" (Athlete, 17 May 2024)";Sendai University (JPN);"Judoka Tadahiro Nomura (JPN), three-time Olympic champion (1996, 2000, 2004), two-time world championship medallist (1997 gold, 2003 bronze).</p><p>""When I started, I used to watch his videos on YouTube to try to learn his technique."" (Athlete, 17 May 2024)";"Her mother. ""She is not just my mom but also my best friend. Without her constant support and scary Russian stare, I would not be half the person I am today."" (Athlete, 17 May 2024)";"""My sporting philosophy is a little gung-ho, thanks to my army dad. 'Embrace the suck' is something that has stuck with me ever since I was a kid. Even though it seems tough, this motto has got me through my hardest times and taught me to embrace the challenge."" (Athlete, 17 May 2024)";paris-2024;2024
1900;YUSUPOV Alisher;UZB;Uzbekistan;Playing football;Physical Education at Uzbekistan Sport University;Judoka Ilias Iliadis (GRE), two-time Olympic medallist (2004 gold, 2012 bronze), four-time Olympian (2004, 2008, 2012, 2016), six-time world championship medallist (three gold, two silver, one bronze);"""My father because he was also an athlete."" (Athlete, 16 May 2024)";"""It is all about discipline."" (Athlete, 16 May 2024)";paris-2024;2024
1907;KELDIYOROVA Diyora;UZB;Uzbekistan;Playing with her cats and dog (Siberian husky), posting their photos on Instagram, training her dog;Studied Physical Education and Sports at university (2016-2020);Judoka Clarisse Agbegnenou (FRA), three-time Olympic medallist - two 2020 gold (mixed team, half middleweight 63kg) and one 2016 silver (half-middleweight 63kg);"Her grandmother. ""She taught me many lessons in life."" (Athlete, 10 Apr 2024)";"""Everything has its time. Neither the flower will bloom ahead of time, nor will the sun rise ahead of time. Wait and what is yours will come to you."" (Instagram profile, 08 Jun 2021)";paris-2024;2024
1914;CITAK Yigit Yalcin;TUR;Türkiye;Drifting, jet-skiing, padel tennis, cooking;Bachelor’s degree in Management Engineering at Bahcesehir University (TUR);Sailor Tom Slingsby (AUS), 2012 Olympic champion (ILCA 7 class), 2013 America's Cup winning helmsman;"His brother. ""He is my best friend, and very fun."" (Athlete, 4 June 2024)";"""Success is achieving what others say is impossible. There is no impossible."" (Athlete, 4 June 2024)";paris-2024;2024
1920;NALBANTOGLU Lara;TUR;Türkiye;Sailing, pottery, reading self-improvement books, yoga, cooking, and exploring new places;Business Administration and Management Marketing at Sabanci University (TUR);Sailors Ates and Deniz Cinar (TUR) four-time Olympians (2008, 2012, 2016, 2020) in the 470 class;"Sailor Sime Fantela (CRO), 2016 Olympic gold medallist in the 470 class. ""He has managed to win a gold medal in every boat he has used, is technically very proficient, highly talented and a humble person.""";"""Enjoy every moment."" (Athlete, Jun 2024)";paris-2024;2024
1929;RAKHIMOV Temur;TJK;Tajikistan;Football, cinema, futsal;Tajik State Institute of Physical Education, Dushanbe (TJK);Judoka Teddy Riner (FRA), five-time Olympic medallist (three gold, two bronze), 11-time world champion (individual), two-time world junior champion (2006, 2008);His father is his role model;"""The one who wins is the one who defeated himself."" (Athlete, 14 May 2024)";paris-2024;2024
1941;SURMENELI Busenaz;TUR;Türkiye;Spending time outdoors, fishing, walking, playing football, listening to music;Studied Physical Education and Sport at Trabzon University (Trabzon, TUR);Boxer Vasiliy Lomachenko (UKR), two-time Olympic champion (2008 featherweight, 2012 lightweight), two-time world amateur champion, European amateur champion and junior world champion. One of the most successful amateur boxers of all time with a record of 396 wins and just one defeat, he has a 18-3 record in the professional ranks. (as of 24 May 2024)</p><p>Boxer Gervonta Davis (USA), five-time world champion, winning titles in three divisions simultaneously and becoming one of the best fighters, pound for pound, in boxing today;Her mother;"""You get what you deserve."" (Athlete, 26 Jun 2024)";paris-2024;2024
1951;AMINOVA Shukurjon;UZB;Uzbekistan;Camping in the mountains;Studying Physical Education at Urgench State University (UZB);Judoka Joshiro Maruyama (JPN), four-time world championship -66kg medallist (2019 and 2021 gold, 2022 and 2023 silver);Her husband;"""He who walks the road will walk the road."" (Athlete, 6 Jul 2024)";paris-2024;2024
1953;YILDIZ KAHRAMAN Esra;TUR;Türkiye;Discovering new places with her husband;Graduated in Physical Education from Haci Bektas Veli Nevsehir University (Nevsehir, TUR);Boxer Vasiliy Lomachenko (UKR), two-time Olympic champion (2008 featherweight, 2012 lightweight), two-time world amateur champion, European amateur champion and junior world champion. One of the most successful amateur boxers of all time with a record of 396 wins and just one defeat, he has a 18-3 record in the professional ranks. (as of 24 May 2024);"Her husband. ""Two years ago, I was a former athlete. I had retired from boxing and I didn't have any goals. My partner supported me and brought the best out of me. Now, on the eve of my second Olympic games, I am aiming for the gold. I really appreciate his help and guidance."" (Athlete, 27 Jun 2024)";"""The pain you suffer today will turn into tomorrow's strength."" (Athlete, 27 Jun 2024)";paris-2024;2024
